iter	Logloss
0	0.6738657633
1	0.6582809957
2	0.6389872742
3	0.6238706462
4	0.6079518127
5	0.5909095256
6	0.5752907817
7	0.5602781169
8	0.5459116109
9	0.5300263468
10	0.5164752197
11	0.5036702474
12	0.4911562093
13	0.4800031026
14	0.4687287394
15	0.458200175
16	0.4474644979
17	0.4370496623
18	0.4266711426
19	0.4173619334
20	0.4079617818
21	0.3971690877
22	0.3872213745
23	0.3783244324
24	0.3710061137
25	0.3638213603
26	0.3558473206
27	0.3472406514
28	0.3407161458
29	0.3333540344
30	0.3256347656
31	0.3193603007
32	0.3129164378
33	0.3052508545
34	0.2983420817
35	0.293304189
36	0.2868989563
37	0.2805564117
38	0.2746740723
39	0.2689921061
40	0.2645069377
41	0.2604058838
42	0.2557778676
43	0.2517570496
44	0.2476324463
45	0.2433713023
46	0.239804891
47	0.2365575155
48	0.2321760305
49	0.2283771769
50	0.2254376729
51	0.2222966003
52	0.2203144836
53	0.2175252279
54	0.214897639
55	0.21126194
56	0.20883461
57	0.2054914347
58	0.2032271067
59	0.2007102712
60	0.1978899638
61	0.1956620916
62	0.1931477102
63	0.1904770279
64	0.1877560679
65	0.1852553686
66	0.1829509735
67	0.1809891637
68	0.1791821416
69	0.1774054337
70	0.1755984243
71	0.1738499705
72	0.1714903768
73	0.1699042257
74	0.1677769725
75	0.1664026896
76	0.1649034246
77	0.1630354563
78	0.1618026988
79	0.1602381007
80	0.1588945389
81	0.1570153046
82	0.1556048075
83	0.1542188263
84	0.1533296712
85	0.1517785517
86	0.1504563904
87	0.1491654841
88	0.1483201472
89	0.1471102142
90	0.1461297735
91	0.1451515452
92	0.1442202759
93	0.1434122976
94	0.1422763316
95	0.1413508606
96	0.1406459554
97	0.1396900177
98	0.1388749059
99	0.1381139755
100	0.1373988342
101	0.1363876724
102	0.1355673599
103	0.1349578094
104	0.1342343267
105	0.1334592438
106	0.1326053238
107	0.1319698461
108	0.1312833913
109	0.1306861369
110	0.1297901154
111	0.1289150492
112	0.1281972758
113	0.1276656214
114	0.1270036952
115	0.126551946
116	0.1260551961
117	0.1255109914
118	0.1249641164
119	0.1243841426
120	0.1238654327
121	0.1231779099
122	0.1225416565
123	0.1219592285
124	0.1214620463
125	0.1209768804
126	0.1205032984
127	0.1199738948
128	0.1194773102
129	0.1189427312
130	0.1184151713
131	0.1178479004
132	0.1174968465
133	0.117059021
134	0.1165445455
135	0.1161309306
136	0.1156294378
137	0.115132014
138	0.1146111298
139	0.1139803823
140	0.1136384074
141	0.1132848104
142	0.112772967
143	0.112462972
144	0.1120185089
145	0.1115898895
146	0.1111339188
147	0.1106176249
148	0.1101360575
149	0.1098284149
150	0.1094873047
151	0.1090807088
152	0.1087790934
153	0.1085176849
154	0.1080977503
155	0.1076643244
156	0.107335612
157	0.1070570755
158	0.1067361832
159	0.1064162381
160	0.1059667714
161	0.1055872091
162	0.1052489853
163	0.1049747912
164	0.104707222
165	0.1043646304
166	0.1040690486
167	0.103789444
168	0.1034985987
169	0.10309817
170	0.1026746114
171	0.1023451869
172	0.1021483294
173	0.1018551763
174	0.1016034571
175	0.1012624105
176	0.1010151164
177	0.1007287089
178	0.1003289413
179	0.1000396093
180	0.09977470398
181	0.09951917648
182	0.09924175262
183	0.09907483419
184	0.09882343292
185	0.09855077744
186	0.0982631429
187	0.09809398651
188	0.0978475825
189	0.09755734762
190	0.0972964859
191	0.09715281169
192	0.09690540314
193	0.09672697703
194	0.09641345978
195	0.09612856547
196	0.09576517741
197	0.09545490265
198	0.09527268728
199	0.09491512299
200	0.09462576548
201	0.09434889476
202	0.09405679067
203	0.09371663411
204	0.0933996582
205	0.09313861847
206	0.09276079814
207	0.09252655029
208	0.09227999369
209	0.09204223633
210	0.09182669322
211	0.09151952744
212	0.09128777186
213	0.09110905329
214	0.09090643565
215	0.09066073736
216	0.09031263987
217	0.09016466777
218	0.08998995463
219	0.08982427597
220	0.08960988363
221	0.08940818787
222	0.08911799113
223	0.08898967107
224	0.08883217494
225	0.08862416585
226	0.08838602066
227	0.08806655248
228	0.08783536275
229	0.08758890788
230	0.08738920848
231	0.08720783234
232	0.08703144709
233	0.08680734634
234	0.08645834605
235	0.08627801259
236	0.08615881602
237	0.08596659342
238	0.08572652181
239	0.08556162516
240	0.08544273376
241	0.08531975428
242	0.08516153971
243	0.08502437592
244	0.08482432048
245	0.08458717346
246	0.08437217712
247	0.08435674032
248	0.08413959503
249	0.08392368317
250	0.08385269165
251	0.08373273214
252	0.08349990845
253	0.08328697205
254	0.08299139659
255	0.08279286067
256	0.08266763051
257	0.08240795135
258	0.08223663966
259	0.08201224009
260	0.081749204
261	0.08158548355
262	0.08140343348
263	0.08117046992
264	0.08087925593
265	0.08070318222
266	0.08057782491
267	0.0804084142
268	0.08017173767
269	0.07991454442
270	0.07984601339
271	0.07970528285
272	0.07955996195
273	0.0793077596
274	0.07913979848
275	0.07895569483
276	0.07879806519
277	0.07866097768
278	0.07844654719
279	0.07829003016
280	0.07801631292
281	0.07783679962
282	0.07774906158
283	0.07760433197
284	0.07737665812
285	0.07713976542
286	0.07703996023
287	0.07693636576
288	0.07679473877
289	0.07670900345
290	0.07660202662
291	0.07646834056
292	0.07624965668
293	0.07606672923
294	0.07597134908
295	0.07573515574
296	0.0756195577
297	0.07548797607
298	0.07535970052
299	0.07513325373
300	0.07501202901
301	0.07486733119
302	0.07474194845
303	0.074518013
304	0.07431592306
305	0.07408988953
306	0.07396839142
307	0.07381830851
308	0.07362454732
309	0.07339757284
310	0.0731963857
311	0.07301600138
312	0.07285472234
313	0.07256225586
314	0.07237710317
315	0.07228438059
316	0.0721244812
317	0.07191388448
318	0.07174739838
319	0.07148470561
320	0.07131128947
321	0.07115322113
322	0.07088372548
323	0.07074626287
324	0.07062667211
325	0.07048390706
326	0.07042249044
327	0.07022151947
328	0.07002276738
329	0.0698815155
330	0.06969589233
331	0.06956919352
332	0.06941476186
333	0.06922883352
334	0.06896246592
335	0.06883906047
336	0.06872278849
337	0.06856927236
338	0.06843230565
339	0.06827788035
340	0.06811439514
341	0.06797981262
342	0.06776972453
343	0.06757515589
344	0.06748366038
345	0.0673237737
346	0.06716183345
347	0.06696121216
348	0.06674084981
349	0.0666057841
350	0.06640768051
351	0.06616353353
352	0.06599419912
353	0.06581771851
354	0.06572062174
355	0.06560628255
356	0.06560075124
357	0.06551242828
358	0.06529493968
359	0.06513565063
360	0.06503904343
361	0.06490175883
362	0.06472034454
363	0.06460245132
364	0.06446225484
365	0.06426855087
366	0.06411921183
367	0.06402563731
368	0.06391438166
369	0.0637704277
370	0.06367631276
371	0.0635373052
372	0.06345724742
373	0.06334745407
374	0.06317533493
375	0.06302027384
376	0.06292860667
377	0.06278871536
378	0.06263683955
379	0.0624926122
380	0.06244866689
381	0.06237356186
382	0.0622205162
383	0.06201040268
384	0.06182955424
385	0.06160476685
386	0.06140702566
387	0.06127078374
388	0.06113904317
389	0.06104134878
390	0.06082497279
391	0.06068633397
392	0.06059503555
393	0.06049705505
394	0.06039613724
395	0.06031668345
396	0.06020328522
397	0.06006793976
398	0.05987687429
399	0.05972831726
400	0.05955314
401	0.05936834971
402	0.05917600632
403	0.05904543559
404	0.05891235987
405	0.05875929515
406	0.05875241597
407	0.05862599691
408	0.05852028529
409	0.05840268453
410	0.05831166585
411	0.05823595683
412	0.05812664668
413	0.05808556875
414	0.05793780009
415	0.05780263265
416	0.05765975952
417	0.05754506429
418	0.05743398031
419	0.05729825338
420	0.05714518865
421	0.05705732981
422	0.05693231583
423	0.05678796132
424	0.05670988719
425	0.05657423019
426	0.05645089467
427	0.05632795334
428	0.05622756958
429	0.05611487071
430	0.05592774709
431	0.05584384918
432	0.05570439657
433	0.05563704173
434	0.05552725474
435	0.05540878932
436	0.0553024292
437	0.05522029877
438	0.0551672554
439	0.05501468658
440	0.05482228597
441	0.05471405665
442	0.0545861117
443	0.05447154363
444	0.05439172109
445	0.05430220286
446	0.054156545
447	0.05397975286
448	0.05386662801
449	0.0537361908
450	0.05358328501
451	0.05349076589
452	0.05344158808
453	0.0532876428
454	0.05319119453
455	0.05309399287
456	0.05295372645
457	0.0528311348
458	0.05275057475
459	0.05259780884
460	0.05253188451
461	0.05239367803
462	0.05234089533
463	0.05220797221
464	0.05216130892
465	0.05210398356
466	0.0520012188
467	0.0519106102
468	0.05177687963
469	0.05173328082
470	0.05159948349
471	0.0515517807
472	0.05143864632
473	0.05133936564
474	0.05121241252
475	0.05109420776
476	0.05099596024
477	0.05091023763
478	0.05079692205
479	0.05070226034
480	0.05061989148
481	0.0505372715
482	0.05043285052
483	0.05037104925
484	0.05030798594
485	0.05016649246
486	0.05010906855
487	0.05001813889
488	0.04984382629
489	0.04973492622
490	0.04966054598
491	0.04958996455
492	0.0494731617
493	0.04944464366
494	0.04927076976
495	0.04920381864
496	0.04913219134
497	0.04903701782
498	0.04891461054
499	0.04880048434
500	0.04869373004
501	0.04856813431
502	0.04841200193
503	0.04829921722
504	0.04816174825
505	0.04803384145
506	0.04794537862
507	0.04787070592
508	0.04777724266
509	0.04769970576
510	0.0476317819
511	0.04753205617
512	0.04747747421
513	0.04738295555
514	0.04727291743
515	0.04711480776
516	0.04702996572
517	0.04690002441
518	0.04681181272
519	0.04668233871
520	0.04664785067
521	0.04657699903
522	0.0464966774
523	0.04641166687
524	0.04634646098
525	0.04629151662
526	0.04624972026
527	0.04611119906
528	0.04605649948
529	0.04594733556
530	0.04583060265
531	0.04571493467
532	0.04563827197
533	0.04552598
534	0.04545115153
535	0.04536075592
536	0.04531183243
537	0.04523670197
538	0.04513819695
539	0.04506182353
540	0.04494609197
541	0.04490160624
542	0.04485809962
543	0.04474134763
544	0.04463686625
545	0.04455120087
546	0.04449982961
547	0.04442135811
548	0.04433713277
549	0.04421690623
550	0.04409493764
551	0.04397648493
552	0.04386303902
553	0.04379817645
554	0.04372125944
555	0.04366334279
556	0.04358873367
557	0.04352024714
558	0.04348165512
559	0.0434507211
560	0.04337513924
561	0.04326710383
562	0.04319618225
563	0.04311828295
564	0.04303870837
565	0.0429757913
566	0.04289058367
567	0.04280375799
568	0.04270320257
569	0.04259056091
570	0.0425060908
571	0.04241924922
572	0.0423074309
573	0.04220836004
574	0.04208392461
575	0.04195432663
576	0.04190320015
577	0.04181184769
578	0.0417155393
579	0.04164990743
580	0.04150259018
581	0.0414180851
582	0.04135406176
583	0.04123860359
584	0.04121994019
585	0.041142416
586	0.04107387861
587	0.04098759333
588	0.04084762573
589	0.040786527
590	0.0406940937
591	0.0406509463
592	0.04056307157
593	0.04053918839
594	0.04047195117
595	0.04035215696
596	0.04027873993
597	0.04017659505
598	0.040111564
599	0.04000203451
600	0.03990502993
601	0.03984996796
602	0.03978133519
603	0.03972160975
604	0.03967055639
605	0.03953448613
606	0.03947690646
607	0.039429938
608	0.03933998108
609	0.03931376139
610	0.03927139918
611	0.03926235517
612	0.03917957942
613	0.03913425128
614	0.03905848503
615	0.0389887174
616	0.03887148221
617	0.03882106463
618	0.03876801491
619	0.03868952115
620	0.03865333557
621	0.03859899521
622	0.03854688644
623	0.03849635442
624	0.03841093699
625	0.03834978739
626	0.03829161644
627	0.03822494189
628	0.03817178726
629	0.03809108098
630	0.03800518672
631	0.03794502894
632	0.0378854243
633	0.03780498187
634	0.03776484807
635	0.03767584801
636	0.03758559545
637	0.03750693639
638	0.03743268331
639	0.03735949198
640	0.03730011622
641	0.03724679629
642	0.0371431605
643	0.03708394051
644	0.03700939814
645	0.03692779541
646	0.03691567421
647	0.03682700475
648	0.03678268433
649	0.03669200261
650	0.03657429377
651	0.03653919856
652	0.03649021149
653	0.03648137728
654	0.0364417998
655	0.03636320432
656	0.03632462502
657	0.03628067017
658	0.03621572495
659	0.03617636045
660	0.03609415054
661	0.03607074102
662	0.03599823634
663	0.03598556519
664	0.03593478839
665	0.03584473928
666	0.03578853607
667	0.03577260335
668	0.0356982549
669	0.03558926264
670	0.03549151103
671	0.03544510523
672	0.03538076719
673	0.03533923149
674	0.0352734979
675	0.03522286733
676	0.03517939568
677	0.03514348348
678	0.03511930148
679	0.03505354563
680	0.03499233246
681	0.03493312518
682	0.03488240878
683	0.0348111248
684	0.03474971771
685	0.0346680069
686	0.03461190542
687	0.0345249335
688	0.03447612127
689	0.03440521558
690	0.03434792837
691	0.03430372238
692	0.03425482114
693	0.03420516968
694	0.0341386795
695	0.03402755102
696	0.03394941966
697	0.03392654737
698	0.03384578705
699	0.03375388781
700	0.03369695981
701	0.03365958214
702	0.03359216054
703	0.03351192474
704	0.03347783724
705	0.03341457367
706	0.0333578078
707	0.03329345703
708	0.0332252725
709	0.0331450971
710	0.033089269
711	0.03300855001
712	0.03294136683
713	0.03286080678
714	0.03276890755
715	0.03270457586
716	0.03261470795
717	0.0325113519
718	0.03245250702
719	0.032399381
720	0.03235260963
721	0.03229976654
722	0.03227054596
723	0.03219407717
724	0.03213469505
725	0.0320691363
726	0.03203995069
727	0.03198635419
728	0.03193647703
729	0.03189911842
730	0.03185438156
731	0.03180226644
732	0.0317592303
733	0.03174575806
734	0.03166752179
735	0.031621418
736	0.03153108597
737	0.03149426142
738	0.03146625519
739	0.03139273326
740	0.0313226668
741	0.03125437101
742	0.03119082769
743	0.03115168571
744	0.03108847936
745	0.0310313193
746	0.03096513748
747	0.03091458639
748	0.0308610789
749	0.0308545812
750	0.03079330444
751	0.03077095032
752	0.03070408503
753	0.03064974785
754	0.03060959498
755	0.03054824829
756	0.0305242602
757	0.03047821681
758	0.03042276065
759	0.0303467528
760	0.03029561043
761	0.03027321498
762	0.0302169927
763	0.03018346469
764	0.03017203013
765	0.03016586304
766	0.03012924194
767	0.03008728981
768	0.03004231135
769	0.02999664307
770	0.02992857615
771	0.02988147418
772	0.02983624776
773	0.0297789828
774	0.02975718816
775	0.02969352404
776	0.02963530858
777	0.02958468119
778	0.02951892535
779	0.02950213114
780	0.0294572862
781	0.02939618429
782	0.02935998281
783	0.02931293488
784	0.02927437464
785	0.02921144485
786	0.02914016088
787	0.02912880898
788	0.02908715566
789	0.02903972308
790	0.02897703171
791	0.02894932111
792	0.02893802643
793	0.02888587316
794	0.02882534027
795	0.02875267029
796	0.02869607608
797	0.02868807793
798	0.02867570241
799	0.02862695058
800	0.02858476639
801	0.02855003357
802	0.02852499008
803	0.02847011566
804	0.02844030062
805	0.0284303538
806	0.0283834966
807	0.02834993362
808	0.02832683245
809	0.02826178233
810	0.02820912997
811	0.0281637001
812	0.02812230746
813	0.02805169106
814	0.02801764488
815	0.02794438044
816	0.02792317708
817	0.0278798008
818	0.02785897255
819	0.0278337574
820	0.02777265549
821	0.02774714788
822	0.02770898183
823	0.02765891393
824	0.02762126923
825	0.02761103312
826	0.02758901914
827	0.02758053462
828	0.02754264196
829	0.02751850128
830	0.02749621391
831	0.0274424235
832	0.02739967346
833	0.02736542066
834	0.02730246544
835	0.02729722659
836	0.02726395925
837	0.02721471786
838	0.02715591749
839	0.02712414424
840	0.02707627614
841	0.02702671687
842	0.02696129163
843	0.02691170057
844	0.02686194738
845	0.02679654439
846	0.02673906962
847	0.0266930453
848	0.02666962941
849	0.02666303635
850	0.02662551403
851	0.02656935692
852	0.0265394036
853	0.02651257515
854	0.02647742271
855	0.02645089785
856	0.0264216884
857	0.02639549732
858	0.02633669535
859	0.0262774531
860	0.02624370257
861	0.02620807807
862	0.02618796508
863	0.02618008614
864	0.02612818559
865	0.02608199596
866	0.02604022026
867	0.02600995382
868	0.02595710119
869	0.02593534787
870	0.02588207881
871	0.02584283193
872	0.02581461906
873	0.02576356252
874	0.0257144769
875	0.0256673193
876	0.02561515331
877	0.02557977041
878	0.0255450662
879	0.02552128315
880	0.02551017443
881	0.02546035926
882	0.02542213122
883	0.02539930503
884	0.02536887328
885	0.02534610271
886	0.02531587283
887	0.02526714643
888	0.02520528475
889	0.02515290896
890	0.02511407375
891	0.02507896582
892	0.02505526543
893	0.02501671632
894	0.0249859635
895	0.02496715546
896	0.02494540691
897	0.02489635785
898	0.02486787001
899	0.02482104619
900	0.0247925504
901	0.02475515207
902	0.02471798579
903	0.02469837825
904	0.02469003359
905	0.02464104652
906	0.02462573528
907	0.02460058212
908	0.02457047621
909	0.0245334212
910	0.02450438182
911	0.02449633439
912	0.02445113182
